rule_id,entity_id,entity_origin,target_origin,compound_name,synonyms,compound_class,subclass,formula,exact_mass,ion_mode,adduct,reported_precursor_mz,reported_fragments,reported_neutral_losses,literature_status,derivation_id,evidence_ids,review_status,review_note
cmp_b5da29f513abe4,entity_b5da29f513abe49f,reported,reported,Pseudo-G-RC,,ginsenoside,,C50H84O19,988.5606804791499,negative,[M-H]-,987.5547,,,reported,,chunk_a95da36205abca6a0b93,candidate,Structured compound record mined from local corpus text.
cmp_aafb60719521a5,entity_aafb60719521a5d5,reported,reported,Pseudo-G-RC1 isomer,,ginsenoside,,C50H84O19,988.5606804791499,negative,[M-H]-,987.552,,,reported,,chunk_a95da36205abca6a0b93;chunk_4152b790a69fd3c2b135;claim_struct_de3881191ef502f3,candidate,Structured compound record mined from local corpus text.
cmp_f351dbdedfe620,entity_f351dbdedfe62045,reported,reported,NG-Fe,,ginsenoside,,C47H80O17,916.5395511110901,negative,[M-H]-,915.533,783.4948;621.4403;459.3896,,reported,,chunk_a95da36205abca6a0b93;chunk_1c90a307f50ccf7b2b0f,candidate,Structured compound record mined from local corpus text.
cmp_819d0e53a5379a,entity_819d0e53a5379a4b,reported,reported,Acetyl gypenoside XVII,,ginsenoside,,C50H84O19,988.5606804791499,negative,[M-H]-,987.5509,,,reported,,chunk_4152b790a69fd3c2b135,candidate,Structured compound record mined from local corpus text.
cmp_9710e11c0db939,entity_9710e11c0db9390b,reported,reported,CS IVa isomer,,ginsenoside,,C42H66O14,794.44525680116,negative,[M-H]-,793.4353,613.3864;455.295,,reported,,chunk_4152b790a69fd3c2b135;chunk_61004029bc1f218b90c1,candidate,Structured compound record mined from local corpus text.
cmp_2adc9032b49599,entity_2adc9032b49599fa,reported,reported,Acetyl G-Rg,,ginsenoside,,C44H74O14,826.507857059,negative,[M-H]-,825.5018,,,reported,,chunk_1655078aa05b269cc22a,candidate,Structured compound record mined from local corpus text.
cmp_e7e822882584c6,entity_e7e822882584c620,reported,reported,(20R)-G-Rg,,ginsenoside,,C42H72O13,784.49729237497,negative,[M-H]-,783.4918,,,reported,,chunk_1655078aa05b269cc22a,candidate,Structured compound record mined from local corpus text.
cmp_5683fa5d7f81ac,entity_5683fa5d7f81ac22,reported,reported,PG-Ro isomer,,ginsenoside,,C65H100O21,1216.67571023397,negative,[M-H]-,1215.6632,955.3862;793.3502;455.3036,,reported,,chunk_1655078aa05b269cc22a;chunk_92e85fe9c87b88de7e9f,candidate,Structured compound record mined from local corpus text.
cmp_2d3660a7d24a14,entity_2d3660a7d24a14a3,reported,reported,PG-Ro,,ginsenoside,,C65H100O21,1216.67571023397,negative,[M-H]-,1215.6661,955.3862;793.3502;455.3036,,reported,,chunk_1655078aa05b269cc22a;chunk_92e85fe9c87b88de7e9f,candidate,Structured compound record mined from local corpus text.
cmp_2782aa795f2975,entity_2782aa795f2975f1,reported,reported,G-Rs2,,ginsenoside,,C55H92O23,1120.60293921527,negative,[M-H]-,,1077.5906;945.5475;783.4957;621.441;459.3804,,reported,,chunk_8965c07dd560678f458f;chunk_6dfc323ebaf268fa58b3,candidate,Structured compound record mined from local corpus text.
cmp_b8ed38e87c37b2,entity_b8ed38e87c37b24f,reported,reported,G-Re1,,ginsenoside,,C48H82O19,962.54503041469,,,,799.4894;637.4409;475.3837;475.3979;961.5477;799.4829,,reported,,chunk_17559ab5861cab223c30;chunk_ce301891eaa5f1eecc48,candidate,Structured compound record mined from local corpus text.
cmp_f3e513a09956a6,entity_f3e513a09956a6ba,reported,reported,Floral G-M/Floral,,ginsenoside,,C53H90O22,1078.59237453124,,,,945.4295;783.3972;637.3243;475.3825;945.5433;783.4911;637.4353;475.3813,,reported,,chunk_17559ab5861cab223c30;chunk_8ad156d9a007abd9581f,candidate,Structured compound record mined from local corpus text.
cmp_7aa68b29019255,entity_7aa68b2901925572,reported,reported,G-Re4,,ginsenoside,,C47H80O18,932.53446573066,,,,799.4643;637.4221;475.3827;475.3795;653.4353,,reported,,chunk_8ad156d9a007abd9581f;chunk_4b6e771e1f0214266e3e,candidate,Structured compound record mined from local corpus text.
cmp_1cda1359c93381,entity_1cda1359c9338194,reported,reported,G-Re3,,ginsenoside,,C48H82O19,962.54503041469,,,,799.4857;637.4348;475.3824;799.4852,,reported,,chunk_b9378f3b91b1ce003c5a;chunk_acc6e934be5d2cae972b,candidate,Structured compound record mined from local corpus text.
cmp_1ee60b1343a528,entity_1ee60b1343a52861,reported,reported,NG-R1,,ginsenoside,,C47H80O18,932.53446573066,,,,799.4849;637.434;475.3805;945.5427,,reported,,chunk_b9378f3b91b1ce003c5a;chunk_be0cb7cae9058ae21c80,candidate,Structured compound record mined from local corpus text.
cmp_a5d5bef04f6534,entity_a5d5bef04f6534de,reported,reported,G-Re2,,ginsenoside,,C48H82O19,962.54503041469,,,,799.4857;637.4348;475.3824;637.4181;945.5443,,reported,,chunk_3be07d61de6906fe57fe;chunk_830bcd489bd464af970b,candidate,Structured compound record mined from local corpus text.
cmp_11d5cf053633d1,entity_11d5cf053633d1b5,reported,reported,G-Rg1,,ginsenoside,,C42H72O14,800.49220699454,,,,637.422;475.3808;475.3796;783.4931,,reported,,chunk_044d6944c92524203f88;chunk_55c682c5bf0714c6632a,candidate,Structured compound record mined from local corpus text.
cmp_54ebbbee941eed,entity_54ebbbee941eedb5,reported,reported,Acetyl,,ginsenoside,,C44H74O15,842.50277167857,negative,[M-H]-,1073.5526,637.4272;475.3861;799.4859;637.4329;475.3817;1107.5976;945.5437;783.4935;621.4422;459.3909;1107.6057;945.5442;783.4987;621.4469;459.3833;987.5481,,reported,,chunk_a24f55f6b2792aaceddb;chunk_bda5166aeddf8a6f2dac;chunk_94adec325330afc3200b;chunk_1681f0c0734defa78f6a;chunk_a74c7d47a84ba7aafd7f,candidate,Structured compound record mined from local corpus text.
cmp_1a470beb0d2d14,entity_1a470beb0d2d1455,reported,reported,Floral,,ginsenoside,,C53H90O23,1094.58728915081,,,,961.5412;799.4906;637.4356;475.3812;961.5403;799.4879;637.4345;475.3806;961.5461;799.4913;637.4359;475.3834,,reported,,chunk_61be960aa01deb0e55aa;chunk_f308d2d12ecb01c1391f;chunk_150886a374cd8cfa6221,candidate,Structured compound record mined from local corpus text.
cmp_4e3f5167b60140,entity_4e3f5167b60140a4,reported,reported,G-Re1/G-Re2/G-Re,,ginsenoside,,C48H82O19,962.54503041469,,,,799.488;637.4335;475.3794;799.4906;799.4758;637.4318;475.3832;799.4769;637.4354;475.3859;799.4754;637.4346;799.492;637.4251,,reported,,chunk_f308d2d12ecb01c1391f;chunk_150886a374cd8cfa6221;chunk_e1b9393f298346e23a6d;chunk_bb2cfb0cb25e378505b1;chunk_d3acabfeb9313aceb0ea,candidate,Structured compound record mined from local corpus text.
cmp_840d7f1e5c6c59,entity_840d7f1e5c6c5953,reported,reported,G-F3/G-F5,,ginsenoside,,C41H70O13,770.48164231051,,,,637.4335;475.3818,,reported,,chunk_150886a374cd8cfa6221,candidate,Structured compound record mined from local corpus text.
cmp_ff3822dc638a54,entity_ff3822dc638a5496,reported,reported,Yesanchinoside,,ginsenoside,,C44H74O15,842.50277167857,,,,637.4434;475.382;799.4859;637.4343;475.3826,,reported,,chunk_69f5f545bb3aa2db1b49;chunk_d3acabfeb9313aceb0ea;chunk_422e82f9c16efd5c8866,candidate,Structured compound record mined from local corpus text.
cmp_b7683986ae2a4f,entity_b7683986ae2a4f6b,reported,reported,NG-R4,,ginsenoside,,C59H100O27,1240.64519795139,,,,1077.6018;945.5488;783.4948;621.4415;459.3885;1107.5982;945.5493;637.4344,,reported,,chunk_d3acabfeb9313aceb0ea;chunk_56a9ba062b7ea0fc54cf,candidate,Structured compound record mined from local corpus text.
cmp_e7dfd27941a8dc,entity_e7dfd27941a8dc9d,reported,reported,Acetyl panajaponol,,ginsenoside,,C44H74O15,842.50277167857,,,,637.4332;475.3868;799.489;637.4344;475.3781,,reported,,chunk_3082f555030cfe0b794f;chunk_6b867ae00b2fa55f6add,candidate,Structured compound record mined from local corpus text.
cmp_95f7cadbc3af85,entity_95f7cadbc3af85ef,reported,reported,Malonyl NG-R4,,ginsenoside,,C62H102O30,1326.64559187456,,,,1077.4488;783.3907;621.3562;459.3844,,reported,,chunk_3082f555030cfe0b794f,candidate,Structured compound record mined from local corpus text.
cmp_80c445e36e544b,entity_80c445e36e544b55,reported,reported,KG-R1,,ginsenoside,,C46H76O15,868.51842174303,,,,799.484;637.3533;475.3205,,reported,,chunk_673e57ae559fbe27b514,candidate,Structured compound record mined from local corpus text.
cmp_bbd09d34df0fc1,entity_bbd09d34df0fc1f1,reported,reported,G-Ra2,,ginsenoside,,C58H98O26,1210.63463326736,,,,1077.5903;783.4951;621.435;799.4905,,reported,,chunk_51185dc843c11016bf81;chunk_5c77ad7ce0664b15b070,candidate,Structured compound record mined from local corpus text.
cmp_12fe90af0e47bc,entity_12fe90af0e47bc27,reported,reported,G-Ra3,,ginsenoside,,C59H100O27,1240.64519795139,,,,1107.4762;945.4465;783.4105;621.3742;459.3851;783.4811;637.4347,,reported,,chunk_6b867ae00b2fa55f6add;chunk_c3f9bf4aafc2ed711f09,candidate,Structured compound record mined from local corpus text.
cmp_8a8de1145f59f1,entity_8a8de1145f59f199,reported,reported,G-Rb1,,ginsenoside,,C54H92O23,1108.60293921527,,,,945.548;783.4952;621.4421;459.3878;637.4318,,reported,,chunk_839826e4934886ac02b2;chunk_b8343765d060f1e91136,candidate,Structured compound record mined from local corpus text.
cmp_dfd4ca17350dd5,entity_dfd4ca17350dd52c,reported,reported,NG-R2,,ginsenoside,,C41H70O13,770.48164231051,,,,637.3577;475.3724,,reported,,chunk_839826e4934886ac02b2,candidate,Structured compound record mined from local corpus text.
cmp_5db822ad20f206,entity_5db822ad20f2067a,reported,reported,Malonyl G-Rb1,,ginsenoside,,C57H94O26,1194.60333313844,,,,1107.5932;945.5413;783.4921;621.4384;459.3833,,reported,,chunk_839826e4934886ac02b2,candidate,Structured compound record mined from local corpus text.
cmp_0e0a32a9e1a4d4,entity_0e0a32a9e1a4d4c1,reported,reported,G-Ra1,,ginsenoside,,C58H98O26,1210.63463326736,,,,1077.5925;945.5485;783.4952;621.4418;459.3887;783.4912,,reported,,chunk_94adec325330afc3200b;chunk_fa9adedb3940c97c89e4,candidate,Structured compound record mined from local corpus text.
cmp_b028c328a2c35c,entity_b028c328a2c35c86,reported,reported,G-Rg2,,ginsenoside,,C42H72O13,784.49729237497,,,,637.3631;475.3871,,reported,,chunk_1681f0c0734defa78f6a,candidate,Structured compound record mined from local corpus text.
cmp_54bdab51a5ed7d,entity_54bdab51a5ed7d7c,reported,reported,G-Rb2,,ginsenoside,,C53H90O22,1078.59237453124,,,,945.5483;783.4955;621.4417;459.388,,reported,,chunk_1681f0c0734defa78f6a;chunk_9529c650eb9b9bfaa033,candidate,Structured compound record mined from local corpus text.
cmp_38d79c2f72ee38,entity_38d79c2f72ee3833,reported,reported,G-Rb3,,ginsenoside,,C53H90O22,1078.59237453124,,,,945.5483;783.4955;621.4417;459.388;783.4838;765.4795,,reported,,chunk_c39236526351f8822d18;chunk_bf7d39577a6b80d6f570,candidate,Structured compound record mined from local corpus text.
cmp_785007943bc3cf,entity_785007943bc3cf09,reported,reported,G-Rh1,,ginsenoside,,C36H62O9,638.43938357439,,,,475.3797,,reported,,chunk_3619e49b534f9a4ce986,candidate,Structured compound record mined from local corpus text.
cmp_7a0aaf2d975b63,entity_7a0aaf2d975b63e8,reported,reported,Malonyl G-Rb2,,ginsenoside,,C56H92O25,1164.59276845441,,,,1077.5878;945.5451;783.4913;621.4403;459.383,,reported,,chunk_3619e49b534f9a4ce986,candidate,Structured compound record mined from local corpus text.
cmp_b25bcb436b5ebd,entity_b25bcb436b5ebd42,reported,reported,Acetyl G-Rb2,,ginsenoside,,C55H92O23,1120.60293921527,,,,1077.59;945.5457;783.4938;621.4402;459.3845;1077.5852;945.5464;783.493;621.4393;459.3863,,reported,,chunk_3619e49b534f9a4ce986;chunk_ea9fd530eb2896f54986,candidate,Structured compound record mined from local corpus text.
cmp_792f5e28b491b8,entity_792f5e28b491b856,reported,reported,PQ-R1,,ginsenoside,,C56H94O24,1150.6135038993,,,,1107.6029;945.5488;783.4953;621.4415;459.3892,,reported,,chunk_c8e9107bce1afd08ab84,candidate,Structured compound record mined from local corpus text.
cmp_c34da9e1a83721,entity_c34da9e1a8372139,reported,reported,Pseudo-G-RT1,,ginsenoside,,C47H74O18,926.48751553728,,,,763.4315;631.384;455.3721,,reported,,chunk_c8e9107bce1afd08ab84,candidate,Structured compound record mined from local corpus text.
cmp_3aad3305041f63,entity_3aad3305041f63e9,reported,reported,G-Rb2/G-Rb3/G-Rc,,ginsenoside,,C53H90O22,1078.59237453124,,,,945.5438;783.492;621.4396;459.384,,reported,,chunk_422e82f9c16efd5c8866,candidate,Structured compound record mined from local corpus text.
cmp_c5eb928a8a0d4f,entity_c5eb928a8a0d4fa7,reported,reported,G-Ra5,,ginsenoside,,C60H100O27,1252.64519795139,,,,1209.6281;1077.5901;945.54429;783.4949;621.4359;459.3848,,reported,,chunk_a01eba6aabd82aeda459,candidate,Structured compound record mined from local corpus text.
cmp_1a91261d81a4d8,entity_1a91261d81a4d8ce,reported,reported,G-Rs1,,ginsenoside,,C55H92O23,1120.60293921527,,,,1077.5915;945.5485;783.4952;621.4429;459.3867,,reported,,chunk_44e2d880700577e5c718,candidate,Structured compound record mined from local corpus text.
cmp_7398ca5112ba4e,entity_7398ca5112ba4e53,reported,reported,20(R)-G-Rh1,,ginsenoside,,C36H62O9,638.43938357439,,,,475.3797;475.3809;637.4502,,reported,,chunk_44e2d880700577e5c718;chunk_f34f6ea452d17a60d2c0,candidate,Structured compound record mined from local corpus text.
cmp_a3033e21f11d96,entity_a3033e21f11d9645,reported,reported,G-Ra6,,ginsenoside,,C58H96O24,1176.62915396376,,,,1107.604;945.5456;783.4948;621.4396;459.3886,,reported,,chunk_1a1f68d9d514cc587b81,candidate,Structured compound record mined from local corpus text.
cmp_c50614a27df048,entity_c50614a27df04861,reported,reported,G-Re6,,ginsenoside,,C46H76O15,868.51842174303,,,,799.4846;637.4378;475.3779,,reported,,chunk_3fbcfd2a032f66b908a5,candidate,Structured compound record mined from local corpus text.
cmp_4272ac82c70df0,entity_4272ac82c70df074,reported,reported,Acetyl G-Rb3,,ginsenoside,,C55H92O23,1120.60293921527,,,,1077.5883;945.5493;783.4888;621.4386;459.3822,,reported,,chunk_5781ef44735c54246db5,candidate,Structured compound record mined from local corpus text.
cmp_8b60978cf0349b,entity_8b60978cf0349b68,reported,reported,Vinaginsenoside,,ginsenoside,,C47H80O17,916.5395511110901,,,,783.4955;621.4434;459.3825,,reported,,chunk_c45f5da5daa597ecf6ef,candidate,Structured compound record mined from local corpus text.
cmp_72b5e9a9dba187,entity_72b5e9a9dba187d9,reported,reported,Gypenoside,,ginsenoside,,C48H82O18,946.5501157951201,,,,783.4904;621.4424;459.383,,reported,,chunk_654d2a4219b13a49d8a1,candidate,Structured compound record mined from local corpus text.
cmp_2442bddd18492c,entity_2442bddd18492c1e,reported,reported,Pseudo-G-RC1,,ginsenoside,,C50H84O19,988.5606804791499,,,,945.4341;783.3964;621.3632;459.3312;945.5448;783.4899;621.4421;459.3891;945.5287;783.4778;621.4281;459.3798,,reported,,chunk_654d2a4219b13a49d8a1;chunk_1c90a307f50ccf7b2b0f;chunk_8d91bddac5b66a96dcd3,candidate,Structured compound record mined from local corpus text.
cmp_caf9176368c9f9,entity_caf9176368c9f933,reported,reported,Acetyl gypenoside,,ginsenoside,,C50H84O19,988.5606804791499,,,,945.5459;783.493;621.4416;459.3898,,reported,,chunk_9d87269f94909f211bfd,candidate,Structured compound record mined from local corpus text.
cmp_9937b8eeb9981b,entity_9937b8eeb9981bdd,reported,reported,Acetyl G-Rg3,,ginsenoside,,C44H74O14,826.507857059,,,,783.3963;621.3732;459.3369,,reported,,chunk_61004029bc1f218b90c1,candidate,Structured compound record mined from local corpus text.
cmp_aa67a0ccdafcce,entity_aa67a0ccdafcce4c,reported,reported,G-Rg3,,ginsenoside,,C42H72O13,784.49729237497,,,,621.373;459.3394,,reported,,chunk_92e85fe9c87b88de7e9f,candidate,Structured compound record mined from local corpus text.
cmp_4df54e6efd5d15,entity_4df54e6efd5d15b4,reported,reported,(20R)-G-Rg3,,ginsenoside,,C42H72O13,784.49729237497,,,,621.3732;459.3369,,reported,,chunk_92e85fe9c87b88de7e9f,candidate,Structured compound record mined from local corpus text.
cmp_a62fc8a2d9119e,entity_a62fc8a2d9119e86,reported,reported,G-Rh2,,ginsenoside,,C36H62O8,622.44446895482,,,,459.3858,,reported,,chunk_e3b41bd0cd110c5382cf,candidate,Structured compound record mined from local corpus text.
cmp_f104a08cccf4bb,entity_f104a08cccf4bb68,reported,reported,m/z 817.4709 m/z 1187.5853 -S1-S2 m/z 853.4953 -H2O,,ginsenoside,,C45H71O13,819.48946734274,,,,,,reported,,chunk_5e8633b403406a9110ef,candidate,Structured compound record mined from local corpus text.
cmp_20f9593019d9f0,entity_20f9593019d9f065,reported,reported,m/z 1187.5853 -S1-S2 m/z 853.4953 -H2O m/z425.3779,,ginsenoside,,C56H92O25Na,1187.58253773641,,,,,,reported,,chunk_78596ec3d24732ee19d8,candidate,Structured compound record mined from local corpus text.
cmp_b9e27bb928fd14,entity_b9e27bb928fd14bc,reported,reported,24(S)-Pseudoginsenoside F11,,ginsenoside,,C42H72O14,800.49220699454,,,,,,reported,,chunk_57487e24909998dbdf61;chunk_123c26ee6763d5888b13,candidate,Structured compound record mined from local corpus text.
cmp_e3656d927b1f98,entity_e3656d927b1f98f7,reported,reported,Ginsenoside F5,,ginsenoside,,C41H70O13,770.48164231051,,,,,,reported,,chunk_123c26ee6763d5888b13;chunk_b8adff2c9f351bd037b9,candidate,Structured compound record mined from local corpus text.
cmp_428ac04b93f3af,entity_428ac04b93f3aff2,reported,reported,Ginsenoside Rg2 isomer,,ginsenoside,,C42H72O13,784.49729237497,negative,[M-H]-,783.4904,637.4343;475.3813;637.4326;475.3784;475.3717;475.3777;475.3744;621.4398;475.3793,,reported,,chunk_123c26ee6763d5888b13;chunk_90148ca57831ca732d59;chunk_70ee31f1ea683e9c98f8;claim_struct_0083b0dcb2e46359;chunk_ddbc558f38b12054945a;chunk_914daeb1b269c78df30b;claim_struct_ac078becc354da75;chunk_d349cb9c04362a0b9dc2;claim_struct_045f5e0e99751c4b;chunk_e6d5201588cd394abe1e;claim_struct_aaa151dfd1b88627;chunk_1015a4bee7fc626272e7;claim_struct_ba14f4531d51b664,candidate,Structured compound record mined from local corpus text.
cmp_636439d6305b25,entity_636439d6305b259d,reported,reported,Pseudoginsenoside RT2,,ginsenoside,,C41H70O14,786.47655693008,,,,,,reported,,chunk_123c26ee6763d5888b13;chunk_55f665e63ae8621d187b,candidate,Structured compound record mined from local corpus text.
cmp_92d493fd3fa6d2,entity_92d493fd3fa6d2ef,reported,reported,Pseudoginsenoside RT5,,ginsenoside,,C36H62O10,654.43429819396,,,,,,reported,,chunk_30e06e0f9816b43a3f02,candidate,Structured compound record mined from local corpus text.
cmp_91b9870bbad63a,entity_91b9870bbad63ac4,reported,reported,20(S)-Ginsenoside Rg2,,ginsenoside,,C42H72O13,784.49729237497,,,,,,reported,,chunk_30e06e0f9816b43a3f02;chunk_b8adff2c9f351bd037b9,candidate,Structured compound record mined from local corpus text.
cmp_f3bebe84eb300f,entity_f3bebe84eb300f6c,reported,reported,20(S)-Ginsenoside Rh1,,ginsenoside,,C36H62O9,638.43938357439,,,,,,reported,,chunk_30e06e0f9816b43a3f02;chunk_698ea4d72eea57c92f7a,candidate,Structured compound record mined from local corpus text.
cmp_f18f801eee297e,entity_f18f801eee297e11,reported,reported,Malonylginsenoside Rb1,,ginsenoside,,C57H94O26,1194.60333313844,,,,,,reported,,chunk_30e06e0f9816b43a3f02,candidate,Structured compound record mined from local corpus text.
cmp_fdb17b7acae1e5,entity_fdb17b7acae1e560,reported,reported,20(R)-Ginsenoside Rg2,,ginsenoside,,C42H72O13,784.49729237497,,,,,,reported,,chunk_9b3d5d32a9431999ab32;chunk_b8adff2c9f351bd037b9,candidate,Structured compound record mined from local corpus text.
cmp_56af8ed5402cfe,entity_56af8ed5402cfe0b,reported,reported,Ginsenoside Rc,,ginsenoside,,C53H90O22,1078.59237453124,negative,[M-H]-,1077.5845,945.5432;783.4899;621.4377;459.3862,,reported,,chunk_9b3d5d32a9431999ab32;chunk_7aabccc130b0b1b8a1af;claim_struct_98a58db711cdf08f;chunk_2c82b7e414372849f471,candidate,Structured compound record mined from local corpus text.
cmp_fd919c12f5959c,entity_fd919c12f5959ccf,reported,reported,20(R)-Ginsenoside Rh1,,ginsenoside,,C36H62O9,638.43938357439,,,,,,reported,,chunk_9b3d5d32a9431999ab32;chunk_698ea4d72eea57c92f7a,candidate,Structured compound record mined from local corpus text.
cmp_48de595c2dc89f,entity_48de595c2dc89f4e,reported,reported,Malonyl-Rb2/Rb3/Rc,,ginsenoside,,C56H92O25,1164.59276845441,,,,,,reported,,chunk_9b3d5d32a9431999ab32;chunk_3457e09aed7a592916c8;chunk_d215d621d4796a7c20d6,candidate,Structured compound record mined from local corpus text.
cmp_b3a6760e99a1e6,entity_b3a6760e99a1e624,reported,reported,Ginsenoside Rb2,,ginsenoside,,C53H90O22,1078.59237453124,negative,[M-H]-,1077.5845,945.5392;783.4884;621.4386;459.3867,,reported,,chunk_3457e09aed7a592916c8;chunk_7aabccc130b0b1b8a1af;claim_struct_089281e2c0f660f8;chunk_44d4a4e6539fd0f822c9,candidate,Structured compound record mined from local corpus text.
